26326,898086578
24503,8360834749
23674,5541020231
23640,0558287075
23669,9967523456
23625,873328813
23627,0926471077
23630,0138752253
23600,4509753844
23600,8272211313
23600,6091393425
23600,3118054822
23600,0047422037
23599,6965066147
23599,3881021691
23599,0796433047
23598,7711428542
23598,4626022378
23598,1540216069
23597,8454009721
23597,5367403289
23597,2280396708
23596,9192989914
23596,610518284
23596,3016975421
23595,9928367591
23595,6839359283
23595,3749950433
23595,0660140974
23594,756993084
23594,4479319965
23594,1388308284
23593,8296895731
23593,5205082239
23593,2112867743
23592,9020252176
23592,5927235473
23592,2833817568
23591,9739998395
23591,6645777887
23591,3551155979
23591,0456132604
23590,7360707697
23590,4264881192
23590,1168653021
23589,8072023121
23589,4974991423
23589,1877557862
23588,8779722372
23588,5681484887
23588,2582845341
23587,9483803666
23587,6384359798
23587,328451367
23587,0184265216
23586,7083614369
23586,3982561063
23586,0881105233
23585,7779246811
23585,4676985731
23585,1574321928
23584,8471255335
23584,5367785885
23584,2263913512
23583,915963815
23583,6054959732
23583,2949878192
23582,9844393464
23582,6738505481
23582,3632214177
23582,0525519486
23581,741842134
23581,4310919674
23581,1203014421
23580,8094705514
23580,4985992887
23580,1876876474
23579,8767356208
23579,5657432022
23579,254710385
23578,9436371625
23578,6325235281
23578,3213694751
23578,0101749968
23577,6989400866
23577,3876647379
23577,0763489439
23576,764992698
23576,4535959935
23576,1421588238
23575,8306811821
23575,5191630619
23575,2076044564
23574,896005359
23574,5843657629
23574,2726856616
23573,9609650483
23573,6492039164
23573,3374022591
23573,0255600698
23572,7136773418
23572,4017540684
23572,089790243
23571,7777858588
23571,4657409091
23571,1536553874
23570,8415292867
23570,5293626006
23570,2171553223
23569,904907445
23569,5926189622
23569,280289867
23568,9679201528
23568,6555098129
23568,3430588406
23568,0305672292
23567,7180349719
23567,4054620622
23567,0928484931
23566,7801942582
23566,4674993505
23566,1547637635
23565,8419874905
23565,5291705246
23565,2163128592
23564,9034144875
23564,590475403
23564,2774955987
23563,964475068
23563,6514138043
23563,3383118006
23563,0251690505
23562,711985547
23562,3987612835
23562,0854962532
23561,7721904494
23561,4588438655
23561,1454564945
23560,8320283299
23560,5185593649
23560,2050495927
23559,8914990066
23559,5779075998
23559,2642753656
23558,9506022974
23558,6368883882
23558,3231336315
23558,0093380203
23557,695501548
23557,3816242079
23557,0677059931
23556,753746897
23556,4397469128
23556,1257060336
23555,8116242529
23555,4975015637
23555,1833379593
23554,8691334331
23554,5548879781
23554,2406015877
23553,9262742551
23553,6119059735
23553,2974967361
23552,9830465363
23552,6685553671
23552,3540232219
23552,0394500939
23551,7248359762
23551,4101808622
23551,0954847449
23550,7807476178
23550,4659694739
23550,1511503065
23549,8362901088
23549,521388874
23549,2064465954
23548,8914632662
23548,5764388795
23548,2613734285
23547,9462669066
23547,6311193068
23547,3159306224
23547,0007008467
23546,6854299727
23546,3701179937
23546,054764903
23545,7393706936
23545,4239353588
23545,1084588919
23544,7929412859
23544,4773825341
23544,1617826297
23543,8461415658
23543,5304593357
23543,2147359326
23542,8989713496
23542,5831655799
23542,2673186167
23541,9514304531
23541,6355010825
23541,3195304978
23541,0035186924
23540,6874656594
23540,371371392
23540,0552358833
23539,7390591265
23539,4228411148
23539,1065818414
23538,7902812994
23538,473939482
23538,1575563823
23537,8411319936
23537,524666309
23537,2081593216
23536,8916110246
23536,5750214112
23536,2583904745
23535,9417182077
23535,625004604
23535,3082496564
23534,9914533582
23534,6746157025
23534,3577366824
23534,0408162911
23533,7238545217
23533,4068513674
23533,0898068213
23532,7727208766
23532,4555935264
23532,1384247639
23531,8212145821
23531,5039629742
23531,1866699335
23530,8693354529
23530,5519595256
23530,2345421448
23529,9170833035
23529,599582995
23529,2820412123
23528,9644579486
23528,6468331969
23528,3291669505
23528,0114592024
23527,6937099457
23527,3759191737
23527,0580868793
23526,7402130557
23526,422297696
23526,1043407933
23525,7863423408
23525,4683023316
23525,1502207587
23524,8320976153
23524,5139328944
23524,1957265892
23523,8774786928
23523,5591891983
23523,2408580988
23522,9224853874
23522,6040710571
23522,2856151011
23521,9671175125
23521,6485782843
23521,3299974097
23521,0113748817
23520,6927106935
23520,3740048381
23520,0552573086
23519,7364680981
23519,4176371997
23519,0987646065
23518,7798503114
23518,4608943077
23518,1418965884
23517,8228571466
23517,5037759753
23517,1846530676
23516,8654884167
23516,5462820155
23516,2270338571
23515,9077439347
23515,5884122412
23515,2690387697
23514,9496235134
23514,6301664652
23514,3106676182
23513,9911269655
23513,6715445002
23513,3519202152
23513,0322541038
23512,7125461588
23512,3927963733
23512,0730047405
23511,7531712534
23511,4332959049
23511,1133786882
23510,7934195963
23510,4734186223
23510,1533757591
23509,8332909999
23509,5131643376
