23845,6271991289
21260,3319570695
20329,9673150971
20308,6306139518
20305,8809101294
20305,0961182856
20304,5201388032
20303,9662840976
20303,4146920158
20302,8632718555
20302,3118111254
20301,7602901484
20301,2087075559
20300,6570633617
20300,1053575965
20299,5535902637
20299,0017613583
20298,4498708729
20297,8979187995
20297,3459051302
20296,7938298571
20296,2416929721
20295,6894944673
20295,1372343346
20294,5849125661
20294,0325291537
20293,4800840894
20292,9275773654
20292,3750089734
20291,8223789056
20291,2696871539
20290,7169337104
20290,164118567
20289,6112417157
20289,0583031485
20288,5053028574
20287,9522408345
20287,3991170716
20286,8459315607
20286,2926842939
20285,7393752632
20285,1860044605
20284,6325718778
20284,079077507
20283,5255213403
20282,9719033694
20282,4182235866
20281,8644819836
20281,3106785525
20280,7568132853
20280,2028861739
20279,6488972103
20279,0948463865
20278,5407336945
20277,9865591261
20277,4323226735
20276,8780243285
20276,3236640832
20275,7692419294
20275,2147578593
20274,6602118646
20274,1056039374
20273,5509340697
20272,9962022534
20272,4414084805
20271,8865527429
20271,3316350326
20270,7766553415
20270,2216136616
20269,6665099849
20269,1113443033
20268,5561166088
20268,0008268933
20267,4454751488
20266,8900613671
20266,3345855404
20265,7790476604
20265,2234477193
20264,6677857088
20264,112061621
20263,5562754477
20263,000427181
20262,4445168128
20261,888544335
20261,3325097396
20260,7764130184
20260,2202541635
20259,6640331668
20259,1077500202
20258,5514047156
20257,9949972449
20257,4385276002
20256,8819957733
20256,3254017562
20255,7687455408
20255,212027119
20254,6552464827
20254,0984036239
20253,5414985345
20252,9845312065
20252,4275016316
20251,870409802
20251,3132557094
20250,7560393458
20250,1987607032
20249,6414197734
20249,0840165483
20248,5265510199
20247,9690231801
20247,4114330208
20246,853780534
20246,2960657114
20245,7382885451
20245,1804490269
20244,6225471488
20244,0645829026
20243,5065562803
20242,9484672737
20242,3903158748
20241,8321020755
20241,2738258677
20240,7154872432
20240,157086194
20239,598622712
20239,040096789
20238,4815084171
20237,9228575879
20237,3641442936
20236,8053685258
20236,2465302767
20235,6876295379
20235,1286663015
20234,5696405593
20234,0105523031
20233,451401525
20232,8921882167
20232,3329123702
20231,7735739773
20231,21417303
20230,6547095201
20230,0951834394
20229,5355947799
20228,9759435334
20228,4162296919
20227,8564532471
20227,2966141911
20226,7367125155
20226,1767482124
20225,6167212736
20225,0566316909
20224,4964794563
20223,9362645616
20223,3759869986
20222,8156467593
20222,2552438354
20221,694778219
20221,1342499017
20220,5736588756
20220,0130051324
20219,452288664
20218,8915094623
20218,3306675191
20217,7697628263
20217,2087953758
20216,6477651593
20216,0866721688
20215,5255163961
20214,9642978331
20214,4030164716
20213,8416723035
20213,2802653205
20212,7187955146
20212,1572628776
20211,5956674014
20211,0340090778
