88,07216202
73,12174232
63,97771978
58,03696019
53,95033438
50,99555869
48,77000762
47,03851324
45,65671308
44,53156814
43,60041508
42,81943499
42,15702903
41,50304915
40,02490275
39,00254825
38,26166067
37,70247848
37,2662493
37,22216745
36,20016274
35,500492
35,011166
34,66123928
34,40524714
34,21368451
34,0671418
33,952665
33,86147693
33,78753666
33,72661936
33,67572187
33,6326741
33,59588197
33,5641551
33,53659002
33,51248992
33,49130886
33,4726126
33,45605069
33,44133643
33,42823226
33,41653906
33,40608817
33,39673539
33,38835643
33,38084341
33,37410208
33,36804973
33,36261343
33,35772863
33,35333805
33,3493907
33,34584113
33,34264874
33,3397772
33,33719399
33,33486996
33,33277897
33,33089752
33,32920456
33,32768113
33,32631022
33,32507653
33,32396631
33,32296718
33,322068
33,32125879
33,32053052
33,31987509
33,31928523
33,31875436
33,31827658
33,31784659
33,3174596
33,31711131
33,31679786
33,31651575
33,31626185
33,31603334
33,31582769
33,3156426
33,31547602
33,3153261
33,31519117
33,31506973
33,31496044
33,31486208
33,31477355
33,31469387
33,31462217
33,31455763
33,31449955
33,31444727
33,31440023
33,31435789
33,31431978
33,31428548
33,31425461
33,31422683
33,31420183
33,31417933
33,31415908
33,31414085
33,31412444
33,31410968
33,31409639
33,31408443
33,31407367
33,31406399
33,31405527
33,31404742
33,31404036
33,314034
33,31402828
33,31402314
33,3140185
33,31401433
33,31401058
33,3140072
33,31400416
33,31400143
33,31399897
33,31399675
33,31399476
33,31399296
33,31399135
33,31398989
33,31398858
33,31398741
33,31398635
33,31398539
33,31398453
33,31398376
33,31398307
33,31398244
33,31398188
33,31398137
33,31398091
33,3139805
33,31398013
33,3139798
33,3139795
33,31397923
33,31397899
33,31397877
33,31397857
33,3139784
33,31397824
33,3139781
33,31397797
33,31397785
33,31397775
33,31397765
33,31397757
33,31397749
33,31397742
33,31397736
33,31397731
33,31397726
33,31397721
33,31397717
33,31397713
33,3139771
33,31397707
33,31397705
33,31397702
33,313977
33,31397698
33,31397696
33,31397695
33,31397693
33,31397692
33,31397691
33,3139769
33,31397689
33,31397688
33,31397687
33,31397687
33,31397686
33,31397686
33,31397685
33,31397685
33,31397684
33,31397684
33,31397684
33,31397683
33,31397683
33,31397683
33,31397683
33,31397682
33,31397682
33,31397682
33,31397682
33,31397682
33,31397682
33,31397682
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
33,31397681
